id,group,verbal_wm,visual_wm,updating,inhibition,proc_speed,education,cog_reserve,task_perf,everyday_func
344,1,-0.291,-0.577,-0.399,-0.202,0.438,13,0.471,54.41,91.16
345,1,0.143,0.088,-0.369,0.114,0.079,15,0.325,50.45,83.92
346,1,-0.951,-0.879,-2.356,-0.180,-0.361,20,-0.315,35.65,47.54
347,1,0.335,1.930,0.812,0.115,1.377,16,-0.148,77.33,98.40
348,1,0.989,0.603,1.111,1.035,1.071,18,1.015,59.61,72.10
349,1,0.274,-0.145,-0.779,-0.383,-0.248,18,0.461,48.07,66.32
350,1,1.444,0.803,1.264,1.467,1.537,17,0.414,63.63,85.36
351,1,1.228,0.862,1.286,0.899,0.625,16,1.843,66.67,75.28
352,1,1.078,1.470,1.162,1.551,1.140,17,-0.697,69.62,84.67
353,1,1.113,0.938,0.545,0.552,1.162,14,-0.365,63.48,78.08
354,1,1.231,1.162,1.482,1.100,1.139,16,0.732,59.25,104.98
355,1,0.228,0.574,-0.548,0.136,0.220,14,0.431,47.58,65.67
356,1,-0.765,-0.141,0.550,-1.056,-0.584,14,-0.420,32.40,78.80
357,1,0.381,-0.067,0.605,0.048,-0.302,19,0.268,57.54,88.19
358,1,0.021,0.481,1.007,0.785,0.960,16,-0.589,58.31,72.19
359,1,-1.200,0.161,-0.755,-1.303,-1.031,13,-0.080,43.80,60.23
360,1,0.974,0.119,0.972,0.680,0.558,19,-1.671,65.63,82.61
361,1,1.127,0.696,1.024,0.714,0.906,19,0.319,71.71,79.21
362,1,1.349,0.877,0.849,0.703,1.670,12,1.072,57.01,80.31
363,1,-1.740,-0.805,-1.708,-0.792,-0.455,18,-0.765,26.53,70.06
364,1,-0.412,-0.014,-0.448,0.759,0.162,18,-0.204,39.39,80.91
365,1,-0.853,0.411,-1.876,-0.934,-0.385,16,0.863,41.93,80.05
366,1,-1.849,0.128,-0.484,-0.494,-0.370,13,-0.685,35.18,77.33
367,1,0.543,0.715,0.920,1.394,1.469,14,-0.154,45.75,86.70
368,1,-0.200,-0.025,-0.257,0.073,-0.764,17,0.416,56.20,73.57
369,1,0.956,1.636,0.566,0.758,0.478,14,0.431,71.92,81.17
370,1,1.363,-0.031,0.822,0.626,1.787,18,0.736,51.99,73.55
371,1,0.384,0.972,1.062,0.802,1.222,16,0.654,57.28,90.80
372,1,-0.899,-1.244,-0.393,-1.581,-0.715,14,-0.608,24.80,56.66
373,1,0.484,0.377,-0.588,0.264,-0.655,18,-0.141,51.02,101.58
374,1,-0.942,-1.966,-1.746,-2.007,-1.566,14,-0.496,30.25,58.55
375,1,0.424,0.245,1.070,0.572,-0.288,18,-0.102,56.72,77.18
376,1,-0.810,-1.823,-0.744,-1.419,-0.647,17,-1.605,43.47,59.25
377,1,-0.663,-0.675,-1.103,-0.295,-1.392,14,0.417,27.13,66.58
378,1,-1.147,-0.568,-1.789,-0.785,0.036,20,1.085,22.13,64.42
379,1,-0.803,0.045,-0.605,0.329,-0.758,15,-0.678,53.34,52.57
380,1,0.598,0.320,0.374,-0.298,-0.308,13,-0.353,47.33,93.47
381,1,1.314,0.849,1.298,0.040,1.295,18,0.330,63.60,96.37
382,1,-0.940,-0.814,-0.778,-1.016,-1.770,13,0.769,46.86,63.03
383,1,0.419,-0.129,-0.149,-0.156,0.490,15,0.877,54.71,70.87
384,1,-0.008,0.331,-0.396,-0.225,0.362,15,0.113,50.80,76.47
385,1,-1.350,-0.568,-1.582,-1.440,-1.424,14,0.189,22.15,68.11
386,1,0.223,-0.250,-0.344,0.160,-0.254,17,-0.063,49.78,65.67
387,1,0.945,-0.875,-0.307,-0.386,0.627,14,0.069,53.69,72.89
388,1,-1.606,-0.165,-1.261,-0.686,-1.053,16,0.075,22.79,63.62
389,1,0.733,0.537,0.142,-1.128,0.597,15,-0.013,66.86,78.96
390,1,0.336,0.063,-0.859,-0.289,-0.788,13,2.359,47.37,70.57
391,1,1.241,1.686,1.023,0.908,1.258,16,-0.911,77.54,93.03
392,1,1.637,1.061,1.007,1.034,1.190,15,-0.075,67.43,95.83
393,1,0.539,-0.029,0.651,-0.409,-0.192,18,0.744,61.91,76.73
394,1,1.636,1.401,0.359,0.982,0.603,20,1.062,68.64,99.26
395,1,-0.374,-0.698,0.275,-0.222,0.483,14,0.287,44.91,75.03
396,1,1.452,0.791,0.140,1.128,1.080,16,0.915,55.31,90.17
397,1,-0.357,-0.161,0.234,-1.123,-0.582,18,1.721,46.93,73.16
398,1,1.175,0.891,0.604,1.234,1.121,13,-0.285,62.66,89.81
399,1,-0.365,-0.058,0.056,-0.898,0.026,17,-0.432,62.53,70.62
400,1,-0.593,0.235,-0.190,0.370,-0.450,17,0.421,55.84,88.28
401,1,1.383,1.206,1.366,-0.005,0.735,16,0.831,65.46,88.83
402,1,-0.021,0.361,-0.411,0.364,0.189,14,1.481,48.60,77.36
403,1,-0.505,-0.420,-2.352,-0.487,-0.450,16,0.380,37.46,54.56
404,1,0.189,1.020,-0.113,-0.057,0.295,17,0.844,53.81,86.54
405,1,-0.015,0.062,0.394,-0.912,-0.071,14,0.373,56.24,74.28
406,1,-0.474,0.229,-0.663,-0.315,0.185,13,0.874,52.62,73.81
407,1,1.350,0.763,0.918,1.545,2.236,15,-0.222,66.90,76.21
408,1,0.972,1.837,1.181,0.593,0.543,19,-0.808,64.25,94.98
409,1,-0.944,-0.702,-1.342,-1.183,-0.812,20,0.516,30.22,58.98
410,1,-0.885,0.681,-0.215,-0.027,0.748,15,-0.537,53.98,75.41
411,1,1.235,0.801,0.390,1.056,1.315,19,1.786,68.48,88.60
412,1,0.792,0.271,0.819,0.491,0.354,13,-0.473,51.42,77.26
413,1,0.481,0.435,0.492,1.296,0.627,13,0.549,53.26,81.19
414,1,-1.360,-0.845,-0.569,0.155,-1.434,16,0.103,31.68,66.28
415,1,-1.081,0.144,-0.364,-0.267,-0.366,17,0.418,50.30,81.94
416,1,-0.571,0.466,0.047,-0.130,-0.292,16,1.040,57.98,65.08
417,1,-0.683,-0.749,-0.696,-0.927,-0.128,12,-0.009,53.99,59.99
418,1,-1.048,-0.733,-0.546,-0.259,0.200,14,0.663,38.61,68.88
419,1,-1.152,-0.094,-0.564,0.392,0.215,15,-0.407,50.62,87.27
420,1,-1.449,-0.823,-1.516,-0.127,-1.202,19,1.629,29.43,65.45
421,1,0.639,-0.137,-0.134,0.170,0.125,19,0.467,54.32,60.13
422,1,0.437,0.931,-0.155,-0.068,-0.279,13,-0.085,48.11,66.94
423,1,-0.083,0.186,-0.175,0.514,0.533,15,-0.952,54.40,76.61
424,1,0.499,0.066,1.358,0.520,0.666,19,0.946,69.85,78.83
425,1,1.054,1.199,0.872,1.746,0.695,17,1.113,46.31,88.43
426,1,0.874,-0.108,0.488,0.294,-0.134,18,0.303,57.45,71.07
427,1,-0.556,0.410,0.635,-0.198,0.518,18,1.020,54.82,86.57
428,1,1.812,0.284,0.683,0.743,0.956,15,-0.850,62.41,87.40
429,1,1.189,1.237,1.426,1.275,0.838,17,-0.207,49.85,79.39
430,1,0.814,0.555,0.667,0.711,1.563,19,0.548,46.00,69.91
431,1,-0.204,-0.807,0.197,-0.012,0.000,13,0.903,43.96,86.38
432,1,-0.344,-0.891,-0.448,-0.096,-0.175,14,-0.635,38.49,82.08
433,1,0.151,0.784,0.286,-0.220,-0.893,15,1.659,54.49,102.94
434,1,-1.246,-1.018,-1.072,-0.573,-1.411,18,-0.121,37.66,84.54
435,1,0.571,0.343,-0.421,0.310,-0.733,17,-0.875,51.10,84.26
436,1,0.676,0.444,-0.493,0.306,0.247,15,0.093,61.36,96.46
437,1,-0.694,-0.506,0.157,-0.387,1.135,14,-0.027,42.47,80.43
438,1,0.829,0.970,-0.482,0.839,-0.343,17,0.447,58.90,80.09
439,1,1.133,0.170,0.818,-0.225,1.224,19,0.336,63.59,92.20
440,1,0.500,2.043,1.373,0.681,0.959,14,0.878,75.90,90.62
441,1,0.490,0.003,-0.128,0.040,0.603,13,-0.420,42.91,73.83
442,1,0.628,0.725,0.184,-1.023,-0.500,19,-0.408,66.74,82.20
443,1,-0.081,-0.226,0.560,-1.300,-1.006,19,0.027,47.16,69.30
444,1,1.873,0.682,1.180,1.113,1.228,18,1.068,56.99,99.69
445,1,-0.557,-1.291,-0.731,-0.744,-1.789,16,0.742,27.91,58.19
446,1,1.395,0.628,1.418,0.765,0.890,16,-0.923,68.53,92.56
447,1,0.368,0.152,0.483,0.845,1.025,17,0.200,58.60,74.99
448,1,0.195,-0.448,-0.162,-0.053,-0.346,15,-1.122,41.95,64.02
449,1,-0.194,-0.054,-0.283,0.414,-0.417,19,0.871,57.24,61.10
450,1,0.300,-0.356,-0.995,0.108,-0.122,17,0.246,50.38,70.48
451,1,-0.393,0.523,0.351,0.309,-0.736,15,-1.140,43.94,79.85
452,1,0.536,0.369,-1.103,-0.110,-0.081,16,-0.016,65.04,78.27
453,1,1.139,1.393,0.561,0.917,1.504,19,0.982,52.73,83.65
454,1,1.326,2.003,1.319,1.033,1.527,20,0.656,77.59,106.79
455,1,-1.098,0.307,-0.438,0.384,0.619,18,0.441,52.97,62.50
456,1,0.840,-0.241,0.141,-0.721,0.879,13,-0.396,59.52,80.71
457,1,0.125,0.244,0.782,-1.293,-0.147,15,-0.879,52.16,88.67
458,1,0.342,-0.208,-0.801,0.721,0.297,19,0.552,47.46,73.56
459,1,1.274,1.587,1.370,0.265,1.499,14,0.634,54.59,87.12
460,1,1.198,1.560,0.342,1.270,1.316,19,0.066,74.79,72.67
461,1,0.230,0.677,-0.862,-1.069,-0.782,14,1.295,47.59,79.89
462,1,1.281,0.937,1.312,0.449,1.002,18,1.260,58.38,92.30
463,1,-1.172,-0.384,-1.216,-0.492,-1.121,17,0.633,42.95,71.48
464,1,0.220,0.350,-0.662,0.433,-0.849,19,0.243,42.50,67.41
465,1,-0.745,-1.345,-1.089,-0.717,-1.043,14,0.997,46.76,51.88
466,1,-0.602,-0.249,-0.654,0.708,0.555,14,0.049,50.70,89.45
467,1,0.000,0.369,0.085,-0.824,0.508,17,-1.830,47.95,69.68
468,1,-0.385,-1.153,-0.204,-0.414,-0.231,14,1.651,53.46,68.13
469,1,-2.112,-1.063,-0.838,0.096,-0.719,18,1.347,53.66,79.29
470,1,-0.330,-0.853,-1.253,-0.805,0.026,18,0.039,27.54,59.89
471,1,0.076,0.521,0.005,0.121,-0.582,17,-0.152,44.31,85.19
472,1,1.582,1.113,1.068,0.155,1.023,13,0.410,51.18,109.80
473,1,-1.262,-0.909,-1.240,-1.037,-0.408,14,0.325,48.66,60.23
474,1,0.563,1.024,1.301,0.886,1.107,16,0.009,54.18,65.69
475,1,0.996,0.357,1.267,1.034,1.388,14,1.537,58.64,77.68
476,1,1.224,1.346,0.920,0.619,1.270,16,0.411,71.06,71.28
477,1,0.159,-0.508,-0.289,-0.024,-0.750,18,0.800,50.05,83.20
478,1,-1.572,-1.075,-1.346,-1.048,-0.596,17,1.204,29.78,60.82
479,1,-0.067,-0.110,0.656,0.656,0.044,14,1.211,54.09,93.83
480,1,1.133,1.340,0.946,1.061,0.815,15,0.175,62.07,86.90
481,1,-0.814,-1.474,-1.349,-1.065,-1.418,19,0.762,31.36,81.19
482,1,1.119,1.057,1.521,1.106,0.645,14,0.722,54.79,81.64
483,1,0.820,0.440,1.349,0.937,0.844,12,0.402,70.34,87.84
484,1,-0.530,0.376,0.211,-0.701,-0.221,17,0.537,53.82,70.36
485,1,0.111,-1.091,-0.043,-0.423,-0.078,13,-0.046,37.13,82.81
486,1,-0.575,-0.092,0.516,0.647,0.227,12,-0.311,45.00,70.47
487,1,0.096,-0.018,-0.203,-0.761,0.020,14,-0.183,52.32,67.09
488,1,-1.367,0.639,0.017,0.428,0.205,12,-0.514,32.11,81.54
489,1,1.362,1.901,1.434,0.974,1.820,16,0.496,69.05,104.88
490,1,-0.177,0.838,0.273,0.538,-0.572,15,0.988,60.57,87.25
491,1,-0.906,0.191,-1.018,-1.358,-0.921,13,-0.442,50.19,85.93
492,1,1.042,0.888,1.299,0.194,1.207,14,1.863,57.31,93.66
493,1,1.596,0.632,1.712,-0.066,1.604,17,0.300,71.63,105.76
494,1,-0.797,0.735,-0.110,-0.038,0.452,20,0.761,59.08,66.92
495,1,0.579,0.496,0.197,1.011,-0.095,15,0.822,61.67,77.17
496,1,1.452,1.464,0.571,1.297,1.461,16,-0.546,58.25,87.29
497,1,-0.623,-0.893,-0.245,-0.876,-0.439,14,0.867,46.00,54.86
498,1,1.557,0.758,1.839,0.977,1.017,17,1.279,68.06,95.28
499,1,-0.354,0.455,-0.207,0.229,-0.391,12,-1.044,47.88,64.82
500,1,1.544,0.159,1.077,1.676,0.556,13,1.264,46.81,77.83
501,2,1.819,0.530,0.686,1.311,0.987,19,1.173,50.12,77.21
502,2,-0.577,-0.812,-0.628,-0.522,-0.325,11,-0.511,34.91,55.19
503,2,-1.056,-0.479,-0.484,-0.413,-0.978,20,0.816,39.57,52.43
504,2,1.891,1.296,1.342,0.332,1.368,11,-2.202,53.51,64.68
505,2,-0.079,-1.431,-1.633,-0.918,-0.719,15,0.395,33.44,52.27
506,2,-0.107,0.882,-0.106,-0.734,0.450,16,0.717,44.39,93.91
507,2,0.348,0.734,1.347,0.964,2.067,16,0.264,49.97,78.55
508,2,0.708,1.215,1.180,0.591,0.686,15,0.800,44.04,84.38
509,2,-0.143,-1.309,-0.890,-0.858,-1.181,18,-1.594,25.95,80.92
510,2,0.624,-0.509,-0.107,0.103,-0.315,12,-3.298,58.44,64.83
511,2,-0.534,0.601,0.021,0.296,-0.043,14,0.302,47.29,85.02
512,2,0.755,0.320,-0.276,-0.089,-0.341,13,-0.800,47.56,60.75
513,2,0.265,0.212,0.514,0.261,0.235,10,0.198,41.03,75.93
514,2,-0.143,0.221,0.852,-0.926,0.210,17,-0.618,52.30,68.80
515,2,-0.146,0.273,0.009,-0.593,0.437,14,0.767,59.70,75.32
516,2,-1.558,-1.426,-0.885,-1.411,-1.819,17,-1.263,37.78,62.44
517,2,1.820,0.891,1.285,1.304,1.093,15,0.674,60.98,77.59
518,2,-1.947,-1.107,-2.508,-1.124,0.169,16,-2.213,17.58,67.56
519,2,-0.629,-0.503,-1.362,-2.599,-1.198,12,-0.085,40.43,41.70
520,2,-0.394,-0.082,-1.658,-0.462,-1.407,14,-1.925,37.26,59.89
521,2,0.746,0.749,1.369,1.050,1.503,13,0.901,63.17,86.34
522,2,-0.087,0.036,0.712,-0.624,0.437,19,-0.307,36.37,63.18
523,2,-1.165,-0.492,-1.335,0.623,-0.450,17,0.407,32.52,83.25
524,2,-1.213,0.437,-0.024,-0.883,-0.495,19,-0.573,44.33,54.58
525,2,-0.794,-0.436,-1.254,-1.003,-0.158,13,0.331,31.21,56.02
526,2,-0.473,-1.430,-1.090,-1.022,-1.296,16,0.397,36.74,53.97
527,2,-1.251,0.189,-0.854,-0.021,-0.486,11,-0.428,36.24,66.39
528,2,-0.074,0.056,-0.098,0.666,0.159,14,0.294,52.14,62.47
529,2,-1.267,-1.792,-1.134,-0.740,-0.793,19,-0.935,32.44,44.71
530,2,1.071,1.062,1.275,0.869,1.594,16,-0.123,64.18,72.36
531,2,-0.262,0.317,0.274,0.664,0.735,16,1.293,49.54,72.30
532,2,0.074,0.348,0.537,-0.450,-0.709,12,-0.048,60.43,76.22
533,2,-0.626,-0.700,-0.799,-1.059,-0.710,18,-0.703,38.30,87.11
534,2,-0.901,-1.253,-0.674,-0.384,-0.844,13,-1.320,26.18,58.60
535,2,-0.929,-1.032,-1.655,-0.175,-1.581,18,0.769,22.99,60.30
536,2,0.138,0.186,-0.068,-0.450,-0.489,15,-0.656,55.97,83.61
537,2,0.120,0.047,-0.490,-0.167,-0.307,13,0.270,42.90,87.22
538,2,0.487,0.351,-0.244,-0.204,-0.529,15,-0.670,36.22,74.77
539,2,-0.542,-1.595,-0.721,-1.021,-1.929,19,-0.470,57.83,72.72
540,2,-0.807,-1.246,-2.109,-1.472,-1.533,19,0.550,7.83,52.36
541,2,0.775,-0.281,-0.343,-0.192,0.323,11,-0.952,57.97,88.69
542,2,0.147,0.204,0.165,0.762,-0.187,16,0.631,74.55,82.78
543,2,1.684,1.053,1.060,1.019,0.720,20,-0.458,54.00,104.57
544,2,0.781,1.144,1.155,1.005,0.935,12,-0.274,54.98,74.29
545,2,0.091,-0.381,0.562,0.551,-0.829,15,-0.958,44.35,55.66
546,2,-0.049,-0.304,-0.173,0.617,0.531,15,-0.571,38.87,75.95
547,2,0.852,0.376,0.008,-0.365,0.042,11,1.158,48.34,78.30
548,2,0.088,0.851,-0.310,-0.592,0.335,19,-0.670,54.55,74.50
549,2,1.247,0.368,1.458,1.156,0.972,17,0.718,54.36,67.07
550,2,-0.744,-0.855,-1.073,-0.643,-0.830,16,-1.188,43.05,63.00
551,2,-0.283,1.019,-0.559,-0.153,-0.786,13,-1.717,44.24,77.83
552,2,-0.918,-0.638,-0.924,-0.284,-0.077,13,1.185,28.06,85.99
553,2,-1.996,-1.499,-1.369,-0.932,-0.120,10,-1.355,24.12,44.09
554,2,-1.212,-0.720,-0.859,-1.235,-0.271,14,-1.320,50.98,89.61
555,2,-0.969,-1.092,-0.898,-1.143,-0.597,19,-1.314,48.34,42.06
556,2,1.087,0.911,0.926,0.324,1.301,13,-0.665,65.48,59.44
557,2,1.730,1.560,0.655,1.090,1.368,17,-0.769,58.49,77.56
558,2,0.047,0.080,-0.232,-0.799,-0.146,19,0.219,61.53,89.94
559,2,-0.061,0.407,-0.064,-1.040,0.233,19,-0.628,70.67,75.64
560,2,0.672,0.430,0.739,0.630,0.768,17,0.092,53.83,58.75
561,2,0.369,0.875,-0.036,-0.508,-0.113,17,0.136,66.21,80.23
562,2,1.414,2.076,0.197,0.736,1.079,12,1.377,61.28,90.75
563,2,-2.164,-1.303,-0.514,-0.465,-0.864,17,0.498,29.60,74.67
564,2,-1.285,-0.526,-1.886,-0.129,-1.552,19,-1.577,39.70,55.71
565,2,-0.279,0.477,-0.034,-1.331,-0.288,19,-0.166,46.40,74.18
566,2,-0.044,-0.195,-0.803,0.185,-0.248,17,-1.217,50.45,70.45
567,2,0.281,0.767,0.476,0.080,-0.071,14,-0.671,52.79,79.54
568,2,-0.425,-0.555,-0.690,-0.106,0.669,13,-0.109,56.29,60.52
569,2,-0.224,0.181,-0.602,-0.467,0.174,14,-0.821,50.94,76.17
570,2,1.686,1.063,0.902,1.161,1.496,13,-0.675,56.08,77.87
571,2,0.085,0.450,-0.624,0.037,-0.481,11,0.726,44.22,75.78
572,2,-0.990,-0.340,-1.298,-0.362,-0.880,19,0.561,33.80,63.03
573,2,-1.700,-0.660,-0.416,-0.871,-0.633,11,1.035,36.84,48.95
574,2,0.095,-0.407,-0.227,0.338,0.293,12,1.484,41.79,63.13
575,2,-0.855,-0.578,-2.001,-0.938,-0.334,20,0.180,57.70,51.15
576,2,1.183,1.981,1.220,0.334,0.659,15,0.271,64.00,83.93
577,2,-0.088,0.339,-0.154,0.179,-0.439,18,-0.529,43.71,65.81
578,2,1.457,1.174,2.079,0.227,2.157,16,-0.695,49.66,70.27
579,2,-0.873,-1.050,-1.147,-0.809,-1.035,17,-0.409,34.10,47.38
580,2,1.335,0.823,1.268,1.220,0.588,18,-0.304,81.93,77.21
581,2,1.414,1.647,0.709,1.323,1.124,15,-0.664,46.59,58.73
582,2,1.420,1.656,1.370,0.816,1.191,17,0.502,57.47,84.48
583,2,-0.076,-0.074,-0.303,0.559,1.677,14,-1.572,28.01,65.65
584,2,-0.819,-1.012,-1.042,-1.787,-1.305,10,0.108,24.22,49.22
585,2,-0.017,0.532,0.800,0.188,0.573,19,-0.415,61.97,78.52
586,2,-0.417,1.071,0.961,0.202,-0.007,15,-0.955,40.36,76.25
587,2,-0.286,0.198,-0.362,-0.017,-0.648,12,-0.390,40.08,72.02
588,2,-0.682,-0.246,-1.740,-1.462,-0.868,16,-0.875,22.57,45.36
589,2,-1.781,-0.866,-0.691,-1.418,-0.388,15,0.993,25.24,87.73
590,2,-0.847,-0.932,-0.308,-0.864,-0.037,13,-0.626,53.38,79.27
591,2,-1.189,-1.527,-0.756,-0.736,-1.275,20,-2.241,43.23,77.03
592,2,1.267,1.128,2.285,0.660,1.568,18,-0.475,65.38,79.48
593,2,-0.205,-0.268,-1.327,-0.880,-0.692,14,-1.630,23.44,69.02
594,2,-0.273,-0.580,-0.441,0.402,-0.562,19,0.146,53.18,72.37
595,2,-0.405,-0.783,-0.546,-1.110,-0.787,12,-0.582,37.19,56.11
596,2,0.072,0.238,-0.433,-0.864,0.080,12,-1.195,38.49,56.19
597,2,-0.106,0.049,-0.441,0.528,-0.489,13,0.132,32.72,86.75
598,2,-0.624,0.032,-0.633,-0.603,0.447,15,-0.790,33.77,58.97
599,2,-0.128,-0.875,-0.463,-0.598,0.706,15,-0.055,41.42,87.06
600,2,-1.113,-0.636,0.640,0.446,0.727,17,0.782,48.02,72.63
601,2,-0.469,-0.455,0.046,-0.349,-1.006,18,-0.570,32.40,73.86
602,2,0.466,-0.332,0.543,-0.057,0.681,16,-2.590,38.97,80.37
603,2,1.272,0.947,0.451,0.774,1.182,17,1.026,55.06,93.87
604,2,-1.399,-0.041,-1.031,-0.333,-1.527,18,-0.878,30.72,71.96
605,2,0.862,-0.369,-1.470,-0.297,0.440,11,0.249,33.49,79.75
606,2,-0.731,0.159,-0.378,-0.296,-0.282,19,0.227,33.76,47.87
607,2,0.133,-0.105,-0.474,0.642,0.148,17,-2.254,18.32,70.01
608,2,-0.486,0.128,0.390,-0.473,-1.210,15,-0.264,48.56,62.98
609,2,-0.115,0.305,0.016,0.639,-0.156,19,0.200,63.65,80.00
610,2,-1.085,-0.685,-2.060,-0.226,-0.972,10,0.072,28.99,82.96
611,2,0.422,-0.257,0.007,-0.009,0.693,19,0.725,51.31,99.16
612,2,0.015,-0.540,-1.015,-0.151,0.442,12,-1.183,38.84,66.84
613,2,-0.256,0.627,0.304,-1.401,0.070,11,-0.073,61.17,76.93
614,2,-0.270,0.185,0.552,-0.853,-0.155,18,-2.513,48.10,67.96
615,2,-0.751,0.443,-0.618,-0.292,-0.219,16,0.078,53.70,80.26
616,2,-0.349,-0.791,-1.627,-1.225,-0.828,18,-0.459,50.88,62.51
617,2,0.568,1.884,0.568,0.847,0.467,11,-2.463,43.61,74.80
618,2,-1.391,-0.287,-2.112,-1.507,-1.430,15,-0.941,47.32,87.38
619,2,-1.448,-1.507,-1.351,-1.634,-0.468,10,0.994,34.85,59.98
620,2,1.295,0.786,0.293,1.324,0.365,14,0.663,55.98,57.06
621,2,-1.933,-1.548,-1.261,-1.161,-0.824,19,1.435,39.02,53.14
622,2,-0.231,-1.585,-1.283,-0.701,-1.250,13,0.092,52.64,60.92
623,2,-0.023,0.074,-0.041,0.262,-0.388,17,0.417,38.42,99.72
624,2,1.112,1.743,1.433,-0.651,1.457,19,-1.069,60.26,73.31
625,2,-1.894,-0.618,-0.911,-0.434,-0.379,17,-1.606,20.86,43.85
626,2,0.607,-0.676,-0.143,0.379,-0.826,10,-0.154,48.09,85.43
627,2,0.845,1.465,0.273,0.251,0.788,16,-0.126,62.15,75.25
628,2,-0.824,-1.520,-1.552,-0.222,-0.004,12,-0.093,25.18,64.56
629,2,0.743,0.232,1.094,-0.577,-0.024,13,-2.792,60.02,72.01
630,2,-0.641,-0.396,-1.421,-1.840,-1.301,15,-0.705,32.57,63.11
631,2,-1.274,-0.306,-1.176,-0.717,-1.038,20,-1.023,37.73,58.95
632,2,-0.346,-1.181,-1.465,-1.192,-1.447,14,-0.792,24.54,59.58
633,2,-1.146,-1.183,-0.065,-0.843,-0.480,17,-2.673,38.90,84.33
634,2,1.015,1.826,0.627,0.237,1.040,13,-0.870,54.63,77.52
635,2,-0.792,-1.106,-1.588,-0.988,-1.256,13,-0.666,37.49,60.30
636,2,0.058,0.152,-0.504,0.203,0.050,14,0.300,15.25,72.79
637,2,-0.491,0.181,-0.018,0.766,-0.400,17,0.982,61.93,72.58
638,2,-0.389,-0.995,-0.822,-1.242,0.089,19,0.294,48.01,52.81
639,2,-1.390,-0.303,-0.081,0.618,0.401,15,-1.691,44.98,57.24
640,2,-0.216,-0.913,-1.539,-1.603,-0.166,20,0.007,26.21,63.21
641,2,-1.083,-0.933,-1.820,-1.156,0.220,11,-0.314,34.67,63.61
642,2,-1.134,-0.764,-0.701,-0.190,-0.755,11,-0.195,45.91,57.08
643,2,-0.676,0.009,-0.619,0.305,0.616,17,0.527,40.57,69.31
644,2,-0.132,-0.165,0.165,0.053,-0.495,10,-0.059,31.37,82.00
645,2,0.208,-0.660,0.133,-0.235,-0.210,16,-1.050,41.17,65.52
646,2,-1.566,-0.158,-1.393,-0.828,-1.333,19,-0.428,40.05,69.04
647,2,-1.210,-1.229,-1.306,-0.081,-0.496,13,1.273,38.93,45.36
648,2,-1.803,0.720,-0.554,-0.367,-0.743,15,-0.501,46.38,85.16
649,2,-0.887,0.827,0.420,-0.512,1.063,12,-1.028,35.60,78.50
650,2,-0.773,-1.175,-1.420,-1.143,-1.408,15,-0.608,22.82,74.21
651,2,0.097,0.045,0.475,0.193,0.106,18,-1.420,56.16,91.58
652,2,-0.683,-1.133,-1.665,-0.456,-1.262,10,0.813,19.63,70.44
653,2,-1.210,-1.292,-0.969,-1.330,-0.135,17,-0.325,33.57,93.59
654,2,0.585,-0.157,-0.711,0.106,0.590,19,0.380,62.14,93.23
655,2,-0.317,-0.547,-1.215,-1.427,-1.260,14,-1.103,42.09,71.26
656,2,0.156,-0.077,0.256,-0.316,-0.328,15,-0.476,48.22,59.89
657,2,0.264,0.378,-0.543,0.036,0.029,15,-0.596,48.14,71.44
658,2,-0.122,-1.872,-1.114,-0.646,-0.603,17,0.018,18.19,76.79
659,2,-0.793,-1.794,-1.483,-1.420,-0.195,11,-0.725,40.26,58.35
660,2,1.694,0.804,0.999,1.664,0.948,11,-0.008,44.91,78.76
661,2,-0.803,-0.556,-1.917,-1.339,-1.338,16,1.545,4.02,79.62
662,2,-0.436,0.228,0.371,0.188,0.064,16,-1.264,40.58,83.36
663,2,-0.826,-1.144,-1.995,-1.253,-0.609,19,-1.255,19.43,75.21
664,2,0.100,-0.074,-0.131,-0.884,0.306,19,0.393,51.73,54.18
665,2,0.167,0.673,-0.701,0.275,-0.024,20,-0.835,37.24,67.03
666,2,-0.007,-0.173,0.517,-0.493,0.500,11,-0.667,30.46,90.40
667,2,1.421,0.332,0.575,0.815,1.336,17,-0.220,41.74,72.90
668,2,-0.029,-0.367,0.083,-0.367,-0.339,19,-1.089,46.43,70.15
669,2,0.044,0.102,-0.314,-0.226,-0.172,16,0.915,55.25,74.40
670,2,0.628,0.812,-0.238,0.013,-0.668,16,-0.099,67.21,91.83
671,2,-1.025,-0.706,-1.808,-1.115,-0.970,19,-1.459,21.44,57.70
672,2,1.047,0.897,1.028,1.149,1.426,12,-1.229,38.86,55.76
673,2,-0.581,-0.194,-0.213,-0.474,0.254,17,-0.076,50.86,70.58
674,2,0.069,-0.041,0.248,-0.559,1.068,16,-0.550,31.20,82.88
675,2,0.646,1.315,0.765,0.771,1.428,10,-0.861,41.08,66.44
676,2,0.107,-0.289,-0.154,0.370,0.132,17,-1.265,40.88,77.67
677,2,0.068,-0.115,-0.601,0.759,-0.717,15,0.223,51.12,68.53
678,2,-0.006,-0.254,-0.602,0.735,-0.602,12,1.282,52.41,70.43
679,2,-0.933,-0.920,-0.920,-1.878,-1.245,11,0.173,40.78,50.71
680,2,0.189,0.387,0.720,0.044,0.339,19,-0.575,51.37,52.37
681,2,-1.597,-0.785,-1.653,-0.665,-1.706,13,0.054,27.57,68.54
682,2,-0.537,-0.331,0.162,-0.308,0.060,13,-0.142,47.80,71.37
